,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
2330,2015-16,Kansas,1,38,33,5,.868,69.7,115.1,95.7,.564,.592,15.5,32.3,72.6,.382,.450,.497,15.9,27.4,67.7,.371
2331,2015-16,Kentucky,4,36,27,9,.750,68.1,115.6,99.0,.535,.564,13.3,37.3,68.3,.378,.445,.493,15.0,31.7,62.7,.407
2332,2015-16,Maryland,5,36,27,9,.750,67.3,112.1,98.7,.555,.594,16.6,28.6,70.9,.384,.463,.496,14.4,29.1,71.4,.270
2333,2015-16,Miami (FL),3,35,27,8,.771,66.2,113.3,101.5,.542,.582,14.5,29.9,71.1,.407,.483,.516,15.0,28.9,70.1,.291
2334,2015-16,Michigan,11,36,23,13,.639,65.7,111.9,102.2,.546,.573,13.1,24.7,73.7,.278,.511,.539,16.1,26.3,75.3,.268
2335,2015-16,Michigan State,2,35,29,6,.829,66.8,118.6,95.3,.563,.588,14.6,37.0,75.7,.300,.433,.477,12.4,24.3,63.0,.341
2336,2015-16,Middle Tennessee,15,35,25,10,.714,69.1,104.7,99.3,.518,.537,15.0,29.1,74.6,.355,.494,.529,17.1,25.4,70.9,.417
2337,2015-16,North Carolina,1,40,33,7,.825,70.2,118.0,99.8,.526,.561,12.7,40.3,70.5,.323,.481,.513,15.7,29.5,59.7,.304
2338,2015-16,UNC Asheville,15,34,22,12,.647,70.4,105.8,95.9,.505,.541,15.9,31.9,71.1,.410,.480,.514,19.0,28.9,68.1,.321
2339,2015-16,UNC Wilmington,13,33,25,8,.758,71.3,110.0,99.9,.512,.546,13.5,32.2,69.2,.373,.469,.525,17.9,30.8,67.8,.542
2340,2015-16,Northern Iowa,11,36,23,13,.639,64.1,106.2,98.8,.535,.572,14.2,17.6,73.3,.340,.486,.514,15.8,26.7,82.4,.240
2341,2015-16,Notre Dame,6,36,24,12,.667,65.0,115.2,108.3,.540,.573,13.2,32.3,68.3,.329,.495,.525,12.5,31.7,67.7,.260
2342,2015-16,Oklahoma,2,37,29,8,.784,71.0,111.0,99.0,.543,.573,15.8,31.0,70.0,.330,.472,.501,15.1,30.0,69.0,.283
2343,2015-16,Oregon,1,38,31,7,.816,69.5,112.8,98.6,.525,.562,13.9,34.2,69.7,.406,.485,.517,17.4,30.3,65.8,.314
2344,2015-16,Oregon State,7,32,19,13,.594,68.4,105.1,102.5,.499,.530,14.3,29.2,67.8,.373,.492,.529,16.9,32.2,70.8,.391
2345,2015-16,Pittsburgh,10,33,21,12,.636,66.4,112.2,100.6,.511,.551,14.6,36.9,73.0,.357,.493,.520,15.1,27.0,63.1,.330
2346,2015-16,Providence,9,35,24,11,.686,69.8,104.4,99.4,.480,.523,13.9,30.3,69.9,.373,.493,.524,17.8,30.1,69.7,.280
2347,2015-16,Purdue,5,35,26,9,.743,67.8,113.7,95.2,.536,.571,14.9,34.9,76.7,.354,.443,.478,12.0,23.3,65.1,.281
2348,2015-16,Saint Joseph's,8,36,28,8,.778,70.1,109.7,99.5,.512,.548,12.3,28.2,74.3,.374,.481,.508,14.2,25.7,71.8,.250
2349,2015-16,Seton Hall,6,34,25,9,.735,70.7,104.5,95.5,.498,.529,16.4,34.7,69.2,.404,.454,.490,16.6,30.8,65.3,.338
2350,2015-16,South Dakota State,12,34,26,8,.765,68.8,110.8,99.0,.515,.558,14.7,32.5,74.3,.402,.473,.518,15.5,25.7,67.5,.390
2351,2015-16,Southern,16,35,22,13,.629,69.5,104.2,99.0,.496,.527,14.0,28.9,68.4,.369,.474,.509,16.9,31.6,71.1,.382
2352,2015-16,Southern California,8,34,21,13,.618,72.5,109.4,101.4,.522,.549,14.3,32.1,68.5,.351,.473,.505,14.1,31.5,67.9,.283
2353,2015-16,Stephen F. Austin,14,34,28,6,.824,69.6,115.2,90.9,.545,.577,14.8,34.6,70.0,.345,.488,.521,23.4,30.0,65.4,.390
2354,2015-16,Stony Brook,13,33,26,7,.788,67.8,112.0,94.2,.524,.548,14.2,36.0,74.6,.320,.464,.497,16.4,25.4,64.0,.268
2355,2015-16,Syracuse,10,37,23,14,.622,64.9,106.7,99.3,.501,.533,15.3,33.4,65.0,.354,.473,.500,16.9,35.0,66.6,.280
2356,2015-16,Temple,10,33,21,12,.636,65.8,102.4,100.8,.470,.498,11.8,29.1,70.5,.266,.465,.503,13.8,29.5,70.9,.287
2357,2015-16,Texas,6,33,20,13,.606,66.8,106.1,101.5,.494,.526,13.2,30.7,68.2,.394,.477,.517,15.8,31.8,69.3,.383
2358,2015-16,Texas A&M,3,37,28,9,.757,68.6,109.9,95.6,.512,.542,14.3,34.6,71.3,.381,.474,.503,17.9,28.7,65.4,.324
2359,2015-16,Texas Tech,8,32,19,13,.594,66.7,106.7,103.5,.500,.547,15.5,31.2,67.9,.422,.496,.529,15.9,32.1,68.8,.329
2360,2015-16,Tulsa,11,32,20,12,.625,68.8,106.1,100.3,.503,.536,13.6,27.8,69.7,.395,.482,.526,17.5,30.3,72.2,.346
2361,2015-16,Utah,3,36,27,9,.750,67.7,112.5,101.3,.557,.588,16.0,30.2,72.7,.382,.480,.507,13.3,27.3,69.8,.227
2362,2015-16,Vanderbilt,11,33,19,14,.576,69.2,109.0,96.8,.529,.561,14.7,27.2,70.8,.398,.431,.470,12.0,29.2,72.8,.344
2363,2015-16,Villanova,2,40,35,5,.875,67.3,115.5,94.2,.561,.597,14.4,28.0,71.2,.341,.467,.495,17.7,28.8,72.0,.300
2364,2015-16,Virginia,1,37,29,8,.784,61.5,115.0,97.3,.548,.580,13.2,29.8,75.1,.321,.484,.519,16.7,24.9,70.2,.334
2365,2015-16,VCU,10,36,25,11,.694,69.8,110.0,96.5,.510,.539,13.6,33.2,72.5,.322,.491,.525,18.7,27.5,66.8,.368
2366,2015-16,Weber State,15,35,26,9,.743,68.6,109.4,96.3,.559,.585,16.9,26.5,74.8,.436,.464,.492,13.8,25.2,73.5,.270
2367,2015-16,West Virginia,3,35,26,9,.743,70.7,110.3,93.7,.498,.536,16.3,41.9,72.9,.462,.484,.540,22.4,27.1,58.1,.553
2368,2015-16,Wichita State,11,35,26,9,.743,66.1,108.8,88.7,.490,.531,12.7,31.7,76.5,.380,.446,.499,20.7,23.5,68.3,.451
2369,2015-16,Wisconsin,7,35,22,13,.629,64.1,105.1,98.9,.485,.524,14.6,33.0,72.6,.380,.480,.517,16.3,27.4,67.0,.337
2370,2015-16,Xavier,2,34,28,6,.824,72.4,111.2,97.1,.514,.556,14.8,35.2,74.0,.417,.478,.513,16.9,26.0,64.8,.336
2371,2015-16,Yale,12,30,23,7,.767,66.9,111.5,94.9,.526,.555,16.4,39.4,75.8,.413,.465,.501,16.0,24.2,60.6,.325
2372,2016-17,Arizona,2,37,32,5,.865,67.3,113.8,98.0,.537,.580,14.5,33.1,74.3,.405,.477,.506,15.2,25.7,66.9,.286
2373,2016-17,Arkansas,8,36,26,10,.722,71.7,110.7,103.1,.514,.558,14.3,31.7,66.1,.381,.478,.519,15.7,33.9,68.3,.390
2374,2016-17,Baylor,3,35,27,8,.771,65.3,111.5,97.5,.530,.562,17.1,40.2,71.4,.338,.462,.498,15.1,28.6,59.8,.299
2375,2016-17,Bucknell,13,35,26,9,.743,70.7,107.9,96.1,.553,.578,16.8,26.7,72.2,.372,.480,.509,17.3,27.8,73.3,.331
2376,2016-17,Butler,4,34,25,9,.735,67.3,112.6,101.6,.546,.581,13.4,27.1,73.3,.371,.508,.542,17.3,26.7,72.9,.370
2377,2016-17,UC Davis,16,36,23,13,.639,70.2,98.9,98.1,.490,.526,17.6,28.9,72.5,.412,.487,.522,17.3,27.5,71.1,.319
2378,2016-17,Cincinnati,6,36,30,6,.833,65.1,113.3,93.5,.520,.547,12.9,35.5,70.8,.325,.452,.491,17.4,29.2,64.5,.291
2379,2016-17,Creighton,6,35,25,10,.714,72.9,112.3,100.0,.576,.592,15.2,24.8,71.1,.277,.498,.525,16.8,28.9,75.2,.288
2380,2016-17,Dayton,7,32,24,8,.750,69.4,108.9,95.4,.538,.571,15.0,25.8,72.4,.436,.477,.515,18.8,27.6,74.2,.349
2381,2016-17,Duke,2,37,28,9,.757,69.9,115.7,100.5,.548,.588,14.2,31.6,70.4,.393,.475,.510,14.9,29.6,68.4,.312
2382,2016-17,East Tennessee State,13,35,27,8,.771,71.4,110.2,96.6,.555,.587,18.0,31.3,72.8,.432,.487,.528,19.2,27.2,68.7,.372
2383,2016-17,Florida,4,36,27,9,.750,70.1,110.0,93.9,.516,.556,14.6,31.8,70.9,.402,.458,.498,18.1,29.1,68.2,.341
2384,2016-17,Florida Gulf Coast,14,34,26,8,.765,69.3,113.8,99.3,.554,.579,15.3,33.9,71.9,.329,.484,.517,16.2,28.1,66.1,.349
2385,2016-17,Florida State,3,35,26,9,.743,72.6,113.1,99.3,.537,.566,14.1,33.6,70.5,.384,.479,.520,16.9,29.5,66.4,.373
2386,2016-17,Gonzaga,1,39,37,2,.949,70.9,116.5,86.7,.567,.596,14.2,29.8,74.2,.390,.411,.443,14.9,25.8,70.2,.269
2387,2016-17,Iona,14,35,22,13,.629,72.3,109.9,105.1,.534,.569,14.6,26.9,68.0,.310,.500,.532,15.4,32.0,73.1,.334
2388,2016-17,Iowa State,5,35,24,11,.686,70.6,112.5,100.6,.550,.572,12.6,25.6,68.4,.276,.490,.518,16.7,31.6,74.4,.256
2389,2016-17,Jacksonville State,15,35,20,15,.571,65.3,105.7,103.3,.528,.559,18.0,31.5,72.2,.346,.486,.524,14.4,27.8,68.5,.339
2390,2016-17,Kansas,1,36,31,5,.861,71.4,115.4,99.7,.561,.583,15.1,33.9,70.6,.360,.481,.515,16.1,29.4,66.1,.300
2391,2016-17,Kansas State,11,35,21,14,.600,67.5,106.4,100.0,.527,.560,16.8,29.5,67.7,.412,.496,.533,19.1,32.3,70.5,.334
2392,2016-17,Kent State,14,36,22,14,.611,70.7,107.0,101.4,.484,.521,14.9,38.7,70.4,.328,.497,.530,16.8,29.6,61.3,.333
2393,2016-17,Kentucky,2,38,32,6,.842,74.3,113.8,95.9,.529,.564,13.4,33.2,72.9,.409,.475,.507,16.9,27.1,66.8,.335
2394,2016-17,Louisville,2,34,25,9,.735,68.5,112.0,95.6,.514,.543,13.4,36.6,71.8,.340,.457,.500,17.0,28.2,63.4,.388
2395,2016-17,Marquette,10,32,19,13,.594,71.1,115.2,105.9,.576,.607,15.5,27.0,70.9,.310,.522,.553,16.0,29.1,73.0,.356
2396,2016-17,Maryland,6,33,24,9,.727,68.1,108.1,99.6,.523,.557,16.3,31.1,68.2,.398,.471,.507,15.9,31.8,68.9,.327
2397,2016-17,Miami (FL),8,33,21,12,.636,64.7,106.3,98.7,.510,.544,16.6,33.4,71.9,.343,.476,.512,16.0,28.1,66.6,.287
2398,2016-17,Michigan,7,38,26,12,.684,63.8,116.5,103.1,.570,.601,12.8,24.5,70.5,.301,.519,.542,17.0,29.5,75.5,.272
2399,2016-17,Michigan State,9,35,20,15,.571,68.2,105.0,100.4,.540,.563,18.0,29.1,73.1,.335,.467,.509,13.9,26.9,70.9,.347
2400,2016-17,Middle Tennessee,12,36,31,5,.861,66.4,112.4,95.8,.543,.567,13.6,30.7,76.2,.304,.478,.519,17.7,23.8,69.3,.372
2401,2016-17,Minnesota,5,34,24,10,.706,70.3,104.6,96.6,.487,.528,14.0,29.6,69.9,.396,.451,.484,15.0,30.1,70.4,.292
2402,2016-17,Mount St. Mary's,16,36,20,16,.556,68.4,99.1,100.2,.510,.536,17.1,23.0,65.4,.324,.499,.525,18.5,34.6,77.0,.326
2403,2016-17,Nevada,12,35,28,7,.800,70.9,112.1,100.2,.525,.561,13.4,30.3,73.9,.413,.483,.512,14.0,26.1,69.7,.282
2404,2016-17,New Mexico State,14,34,28,6,.824,70.0,112.1,96.7,.531,.568,16.5,36.7,70.9,.431,.467,.503,16.9,29.1,63.3,.348
2405,2016-17,New Orleans,16,32,20,12,.625,69.5,103.2,98.1,.513,.552,20.2,36.7,68.4,.427,.500,.531,20.0,31.6,63.3,.342
2406,2016-17,North Carolina,1,40,33,7,.825,72.6,116.0,97.0,.519,.550,13.4,41.3,75.5,.348,.480,.517,16.6,24.5,58.7,.314
2407,2016-17,North Carolina Central,16,34,25,9,.735,68.8,108.7,92.3,.517,.546,14.8,32.9,68.8,.341,.445,.473,17.2,31.2,67.1,.287
2408,2016-17,UNC Wilmington,12,35,29,6,.829,71.5,118.1,104.4,.555,.578,12.4,32.8,72.4,.317,.526,.562,17.8,27.6,67.2,.396
2409,2016-17,North Dakota,15,32,22,10,.688,72.9,108.8,99.5,.542,.573,15.7,26.8,73.3,.364,.501,.536,17.9,26.7,73.2,.385
2410,2016-17,Northern Kentucky,15,35,24,11,.686,70.8,107.3,101.2,.529,.557,16.4,31.7,74.2,.363,.494,.526,15.2,25.8,68.3,.301
2411,2016-17,Northwestern,8,36,24,12,.667,66.5,106.8,98.4,.497,.534,13.8,30.7,69.4,.305,.461,.497,15.3,30.6,69.3,.361
2412,2016-17,Notre Dame,5,36,26,10,.722,67.7,113.8,102.0,.536,.573,12.3,27.3,69.4,.286,.491,.523,16.0,30.6,72.7,.267
2413,2016-17,Oklahoma State,10,33,20,13,.606,72.7,117.8,107.9,.539,.583,15.1,38.1,68.8,.383,.535,.575,17.9,31.2,61.9,.449
2414,2016-17,Oregon,3,39,33,6,.846,68.8,114.2,95.2,.554,.582,14.7,32.2,71.4,.347,.462,.494,16.6,28.6,67.8,.257
2415,2016-17,Princeton,12,30,23,7,.767,65.2,109.5,93.9,.537,.562,13.5,24.4,76.1,.242,.478,.511,17.9,23.9,75.6,.318
2416,2016-17,Providence,11,33,20,13,.606,67.6,103.6,98.6,.514,.547,16.3,26.4,71.5,.381,.496,.524,17.7,28.5,73.6,.305
2417,2016-17,Purdue,4,35,27,8,.771,70.0,112.6,96.6,.557,.589,16.1,30.7,75.8,.333,.477,.503,14.7,24.2,69.3,.229
2418,2016-17,Rhode Island,11,35,25,10,.714,67.4,108.8,96.6,.507,.538,14.0,32.8,70.5,.392,.451,.503,16.8,29.5,67.2,.451
2419,2016-17,St. Mary's (CA),7,34,29,5,.853,61.3,117.6,93.8,.578,.602,15.2,33.0,78.2,.278,.453,.484,13.6,21.8,67.0,.266
2420,2016-17,Seton Hall,9,33,21,12,.636,69.0,104.9,100.8,.499,.526,16.4,35.7,74.7,.376,.490,.530,15.5,25.3,64.3,.362
2421,2016-17,South Carolina,7,37,26,11,.703,69.9,102.9,91.8,.477,.518,15.5,33.5,69.8,.398,.454,.507,21.0,30.2,66.5,.441
2422,2016-17,South Dakota State,16,35,18,17,.514,69.2,109.6,110.2,.537,.581,16.4,27.4,71.9,.404,.536,.561,14.3,28.1,72.6,.260
2423,2016-17,Southern California,11,36,26,10,.722,70.1,111.2,103.9,.522,.560,13.7,30.9,68.8,.368,.501,.527,15.3,31.2,69.1,.240
2424,2016-17,SMU,6,35,30,5,.857,63.7,116.6,94.2,.547,.574,14.3,37.1,73.6,.360,.460,.488,16.0,26.4,62.9,.246
2425,2016-17,Texas Southern,16,35,23,12,.657,69.7,105.5,103.5,.480,.531,14.3,31.6,65.2,.442,.491,.522,16.3,34.8,68.4,.323
2426,2016-17,Troy,15,37,22,15,.595,70.1,111.0,102.4,.528,.565,15.3,31.6,71.5,.393,.495,.530,15.5,28.5,68.4,.322
2427,2016-17,UCLA,3,36,31,5,.861,74.2,121.0,101.8,.598,.618,13.4,28.9,71.6,.268,.487,.512,13.7,28.4,71.1,.254
2428,2016-17,Vanderbilt,9,35,19,16,.543,67.1,105.5,101.1,.521,.563,16.3,24.7,73.1,.348,.481,.513,14.0,26.9,75.3,.307
2429,2016-17,Vermont,13,35,29,6,.829,65.4,112.3,95.0,.554,.580,15.0,30.3,73.3,.341,.475,.505,17.4,26.7,69.7,.260
2430,2016-17,Villanova,1,36,32,4,.889,65.6,117.6,95.5,.575,.612,15.0,30.0,72.6,.350,.481,.506,17.6,27.4,70.0,.221
2431,2016-17,Virginia,5,34,23,11,.676,60.3,107.9,92.1,.524,.548,13.7,28.2,75.7,.260,.461,.499,18.4,24.3,71.8,.338
2432,2016-17,VCU,10,35,26,9,.743,69.0,106.8,95.6,.510,.544,15.3,31.2,72.7,.364,.475,.517,18.5,27.3,68.8,.409
2433,2016-17,Virginia Tech,9,33,22,11,.667,69.8,112.5,106.3,.569,.603,15.5,23.4,69.8,.409,.510,.538,14.3,30.2,76.6,.273
2434,2016-17,Wake Forest,11,33,19,14,.576,71.7,115.5,109.3,.541,.586,14.3,30.7,72.5,.407,.527,.563,14.3,27.5,69.3,.380
2435,2016-17,West Virginia,4,37,28,9,.757,71.4,112.2,91.8,.513,.545,14.1,37.7,68.5,.389,.488,.527,24.0,31.5,62.3,.425
2436,2016-17,Wichita State,10,36,31,5,.861,69.4,116.7,89.9,.543,.579,13.9,34.3,76.4,.401,.437,.480,17.2,23.6,65.7,.359
2437,2016-17,Winthrop,13,33,26,7,.788,71.5,108.3,96.2,.535,.568,15.7,27.1,71.9,.370,.463,.503,16.7,28.1,72.9,.335
2438,2016-17,Wisconsin,8,37,27,10,.730,64.5,110.7,95.4,.521,.542,14.3,35.7,74.6,.329,.476,.511,17.3,25.4,64.3,.281
2439,2016-17,Xavier,11,38,24,14,.632,68.2,109.1,104.2,.519,.552,15.7,34.5,74.5,.411,.516,.546,15.5,25.5,65.5,.334
2440,2017-18,Alabama,9,36,20,16,.556,70.2,103.0,100.6,.519,.550,17.8,29.4,69.2,.419,.478,.514,16.0,30.8,70.6,.365
2441,2017-18,Arizona,4,35,27,8,.771,68.6,115.6,103.0,.563,.598,15.3,33.3,74.9,.370,.499,.534,14.7,25.1,66.7,.312
2442,2017-18,Arizona State,11,32,20,12,.625,72.2,113.5,102.8,.538,.576,13.0,27.9,69.4,.413,.507,.540,17.6,30.6,72.1,.327
2443,2017-18,Arkansas,7,35,23,12,.657,71.3,111.8,105.0,.538,.565,13.2,28.7,68.5,.374,.504,.547,16.8,31.5,71.3,.408
2444,2017-18,Auburn,4,34,26,8,.765,73.4,111.5,99.6,.508,.557,14.1,32.0,72.1,.398,.497,.537,18.2,27.9,68.0,.381
2445,2017-18,Bucknell,14,35,25,10,.714,72.4,110.3,99.5,.539,.576,15.1,27.0,72.6,.425,.478,.514,15.0,27.4,73.0,.345
2446,2017-18,Buffalo,13,36,27,9,.750,73.9,113.4,102.0,.549,.572,14.3,31.8,71.1,.298,.484,.530,16.1,28.9,68.2,.395
2447,2017-18,Butler,10,35,21,14,.600,69.6,111.0,102.1,.540,.570,13.9,27.4,75.9,.261,.519,.557,17.5,24.1,72.6,.353
2448,2017-18,Cal State Fullerton,15,32,20,12,.625,69.9,102.8,99.5,.516,.559,18.0,27.1,72.5,.433,.472,.518,16.0,27.5,72.9,.348
2449,2017-18,Cincinnati,2,36,31,5,.861,66.1,112.3,87.0,.512,.543,14.1,38.5,72.1,.360,.433,.465,18.8,27.9,61.5,.268
2450,2017-18,Clemson,5,35,25,10,.714,67.5,108.5,96.9,.529,.566,15.3,27.1,74.0,.335,.472,.503,15.2,26.0,72.9,.272
2451,2017-18,College of Charleston,13,34,26,8,.765,65.9,111.1,102.1,.527,.567,13.2,25.7,72.4,.367,.495,.531,15.5,27.6,74.3,.316
2452,2017-18,Creighton,8,33,21,12,.636,72.8,113.8,100.9,.575,.599,13.9,22.5,76.0,.259,.496,.523,14.2,24.0,77.5,.245
2453,2017-18,Davidson,12,33,21,12,.636,65.3,115.7,102.9,.574,.602,13.1,22.6,76.7,.246,.512,.538,14.5,23.3,77.4,.296
2454,2017-18,Duke,2,37,29,8,.784,70.6,118.6,97.9,.559,.586,14.7,38.8,70.3,.346,.464,.493,14.8,29.7,61.3,.223
2455,2017-18,Florida,6,34,21,13,.618,68.4,109.6,100.1,.507,.540,12.3,28.7,69.7,.326,.486,.524,17.3,30.3,71.3,.323
2456,2017-18,Florida State,9,35,23,12,.657,72.2,109.5,99.6,.532,.562,15.4,32.0,70.7,.370,.484,.519,16.7,29.3,68.0,.324
2457,2017-18,Georgia State,15,35,24,11,.686,67.9,108.8,98.1,.540,.562,14.5,26.0,67.7,.303,.471,.510,17.8,32.3,74.0,.370
2458,2017-18,Gonzaga,4,37,32,5,.865,69.7,118.2,95.8,.570,.593,13.9,32.9,77.1,.321,.471,.505,15.5,22.9,67.1,.291
2459,2017-18,Houston,6,35,27,8,.771,68.5,112.0,94.8,.533,.563,14.9,33.6,74.7,.326,.455,.502,16.8,25.3,66.4,.416
2460,2017-18,Iona,15,34,20,14,.588,71.5,109.2,105.1,.539,.569,14.3,24.4,69.3,.302,.525,.545,16.3,30.7,75.6,.286
2461,2017-18,Kansas,1,39,31,8,.795,70.2,115.5,102.0,.575,.594,14.6,29.3,69.0,.270,.491,.519,15.6,31.0,70.7,.246
2462,2017-18,Kansas State,9,37,25,12,.676,66.6,106.4,100.3,.525,.560,15.3,25.8,68.3,.338,.491,.533,18.6,31.7,74.2,.368
2463,2017-18,Kentucky,5,37,26,11,.703,69.8,109.6,100.3,.518,.555,15.8,35.5,69.4,.440,.468,.502,14.4,30.6,64.5,.323
2464,2017-18,Lipscomb,15,33,23,10,.697,77.0,105.0,99.4,.518,.557,16.9,28.3,76.1,.405,.511,.544,17.8,23.9,71.7,.375
2465,2017-18,LIU Brooklyn,16,35,18,17,.514,72.9,105.3,104.5,.523,.555,17.0,29.7,70.5,.382,.495,.526,14.3,29.5,70.3,.318
2466,2017-18,Loyola Chicago,11,38,32,6,.842,65.9,108.6,94.9,.577,.602,17.3,22.4,74.6,.319,.474,.502,17.0,25.4,77.6,.247
2467,2017-18,Marshall,13,36,25,11,.694,76.3,108.7,102.7,.548,.583,15.5,22.5,68.5,.335,.497,.523,15.9,31.5,77.5,.285
2468,2017-18,UMBC,16,36,25,11,.694,69.2,105.6,99.0,.531,.550,15.5,26.8,72.6,.307,.509,.535,18.7,27.4,73.2,.307
2469,2017-18,Miami (FL),6,32,22,10,.688,67.8,107.9,99.4,.531,.551,14.6,29.1,71.7,.291,.490,.521,16.5,28.3,70.9,.281
2470,2017-18,Michigan,3,41,33,8,.805,65.7,111.0,95.4,.545,.564,12.4,25.4,75.0,.307,.476,.511,17.3,25.0,74.6,.298
2471,2017-18,Michigan State,3,35,30,5,.857,68.1,117.3,94.9,.569,.601,16.4,37.0,73.7,.359,.427,.470,12.6,26.3,63.0,.307
2472,2017-18,Missouri,8,33,20,13,.606,67.3,107.2,100.3,.537,.573,18.3,31.2,72.2,.390,.467,.504,14.1,27.8,68.8,.301
2473,2017-18,Montana,14,34,26,8,.765,69.9,108.8,96.5,.513,.549,15.0,33.3,74.4,.386,.487,.532,19.3,25.6,66.7,.419
2474,2017-18,Murray State,12,32,26,6,.813,68.1,115.3,97.1,.558,.591,15.3,33.0,72.9,.381,.467,.504,16.1,27.1,67.0,.297
2475,2017-18,Nevada,7,37,29,8,.784,70.5,115.5,102.2,.548,.582,12.0,26.4,71.3,.363,.494,.526,15.6,28.7,73.6,.301
2476,2017-18,New Mexico State,12,34,28,6,.824,70.1,107.5,91.3,.519,.538,15.2,34.2,77.6,.287,.455,.494,17.3,22.4,65.8,.319
2477,2017-18,North Carolina,2,37,26,11,.703,71.7,113.4,101.8,.520,.551,14.0,37.4,74.5,.280,.501,.525,14.4,25.5,62.6,.260
2478,2017-18,North Carolina Central,16,35,19,16,.543,68.8,104.3,100.4,.512,.538,17.4,33.9,72.0,.290,.481,.517,15.3,28.0,66.1,.327
2479,2017-18,UNC Greensboro,13,35,27,8,.771,66.9,107.1,91.5,.525,.548,17.1,34.2,77.1,.265,.470,.516,19.9,22.9,65.8,.386
2480,2017-18,NC State,9,33,21,12,.636,72.1,112.3,103.7,.534,.562,14.3,33.4,68.1,.342,.516,.547,17.7,31.9,66.6,.337
2481,2017-18,Ohio State,5,34,25,9,.735,67.9,111.0,98.4,.541,.570,14.9,30.1,75.1,.311,.487,.518,15.9,24.9,69.9,.295
2482,2017-18,Oklahoma,10,32,18,14,.563,76.5,109.8,105.6,.535,.569,15.2,28.4,69.9,.332,.510,.535,14.5,30.1,71.6,.257
2483,2017-18,Pennsylvania,16,33,24,9,.727,70.2,105.3,95.6,.533,.555,14.8,23.6,77.7,.334,.463,.503,15.2,22.3,76.4,.311
2484,2017-18,Providence,10,35,21,14,.600,69.5,104.1,102.8,.496,.534,15.1,28.8,71.1,.386,.503,.538,16.6,28.9,71.2,.318
2485,2017-18,Purdue,2,37,30,7,.811,68.1,117.7,96.2,.577,.606,14.0,27.8,72.2,.356,.470,.496,15.5,27.8,72.2,.242
2486,2017-18,Radford,16,36,23,13,.639,63.4,104.3,100.6,.494,.528,16.1,33.7,72.3,.307,.501,.537,17.7,27.7,66.3,.307
2487,2017-18,Rhode Island,7,34,26,8,.765,69.2,109.0,98.7,.511,.539,13.1,31.0,72.0,.301,.503,.547,20.0,28.0,69.0,.406
2488,2017-18,San Diego State,11,33,22,11,.667,70.4,109.6,96.5,.519,.553,14.6,31.9,74.9,.357,.482,.516,17.0,25.1,68.1,.288
2489,2017-18,Seton Hall,8,34,22,12,.647,71.1,111.0,103.2,.529,.558,15.2,34.2,71.9,.352,.503,.535,15.5,28.1,65.8,.298
2490,2017-18,South Dakota State,12,35,28,7,.800,72.3,115.7,101.6,.554,.590,12.3,24.8,77.5,.354,.492,.520,12.9,22.5,75.2,.248
2491,2017-18,St. Bonaventure,11,34,26,8,.765,69.4,109.5,100.6,.516,.561,14.3,29.2,71.0,.405,.490,.531,17.7,29.0,70.8,.384
2492,2017-18,Stephen F. Austin,14,35,28,7,.800,73.8,109.2,92.4,.544,.576,18.1,33.5,72.2,.398,.496,.539,23.8,27.8,66.5,.489
2493,2017-18,Syracuse,11,37,23,14,.622,64.2,102.4,98.0,.469,.518,16.2,34.6,70.0,.405,.462,.502,16.6,30.0,65.4,.314
2494,2017-18,Tennessee,3,35,26,9,.743,67.1,109.3,97.3,.508,.549,15.2,33.3,69.1,.355,.467,.509,17.6,30.9,66.7,.376
2495,2017-18,Texas,10,34,19,15,.559,66.9,103.9,99.2,.500,.527,14.6,29.5,70.8,.330,.483,.513,15.7,29.2,70.5,.262
2496,2017-18,Texas A&M,7,35,22,13,.629,70.9,106.1,99.5,.514,.538,16.3,33.9,72.9,.320,.469,.499,13.3,27.1,66.1,.276
2497,2017-18,TCU,6,33,21,12,.636,70.0,115.1,105.7,.566,.590,15.4,34.1,74.1,.342,.523,.555,15.5,25.9,65.9,.305
2498,2017-18,Texas Southern,16,36,16,20,.444,72.7,105.8,108.5,.505,.548,15.1,28.4,67.8,.429,.512,.537,13.8,32.2,71.6,.312
2499,2017-18,Texas Tech,3,37,27,10,.730,68.3,108.4,94.2,.520,.555,15.4,32.9,71.5,.393,.463,.506,18.9,28.5,67.1,.379
2500,2017-18,UCLA,11,33,21,12,.636,71.4,111.1,104.0,.537,.569,14.5,28.4,73.2,.355,.491,.522,12.8,26.8,71.6,.297
2501,2017-18,Villanova,1,40,36,4,.900,70.1,122.3,99.2,.595,.623,13.3,29.3,73.5,.294,.485,.519,15.9,26.5,70.7,.267
2502,2017-18,Virginia,1,34,31,3,.912,60.6,110.5,88.8,.527,.555,12.3,26.9,74.5,.245,.443,.479,18.4,25.5,73.1,.262
2503,2017-18,Virginia Tech,8,33,21,12,.636,69.9,113.0,102.2,.577,.602,15.3,23.9,70.6,.365,.504,.532,16.2,29.4,76.1,.294
