,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
2504,2017-18,West Virginia,5,37,26,11,.703,70.5,113.2,98.3,.504,.543,13.3,36.8,70.1,.313,.499,.542,20.5,29.9,63.2,.441
2505,2017-18,Wichita State,4,33,25,8,.758,70.0,117.3,101.6,.551,.583,14.1,35.6,77.5,.348,.494,.531,14.6,22.5,64.4,.332
2506,2017-18,Wright State,14,35,25,10,.714,69.9,101.4,93.6,.491,.529,16.3,28.9,75.0,.358,.483,.516,19.2,25.0,71.1,.292
2507,2017-18,Xavier,1,35,29,6,.829,72.3,115.5,102.3,.559,.601,15.2,30.2,77.1,.410,.499,.532,14.0,22.9,69.8,.256
2508,2018-19,Abilene Christian,15,34,27,7,.794,67.2,108.7,93.8,.535,.565,15.5,28.8,72.7,.336,.488,.529,21.5,27.3,71.2,.370
2509,2018-19,Arizona State,11,34,23,11,.676,72.5,105.4,99.6,.506,.543,16.1,31.3,73.5,.438,.485,.525,16.7,26.5,68.7,.386
2510,2018-19,Auburn,5,40,30,10,.750,69.2,114.1,98.4,.543,.569,14.3,31.6,68.3,.312,.512,.545,21.3,31.7,68.4,.359
2511,2018-19,Baylor,9,34,20,14,.588,66.5,107.6,101.4,.512,.538,16.4,37.6,71.1,.323,.491,.525,16.1,28.9,62.4,.365
2512,2018-19,Belmont,11,33,27,6,.818,74.2,116.2,98.8,.580,.603,13.7,25.1,75.9,.286,.484,.512,14.5,24.1,74.9,.270
2513,2018-19,Bradley,15,35,20,15,.571,66.2,100.2,98.3,.497,.531,16.7,26.9,73.8,.359,.477,.518,16.4,26.2,73.1,.351
2514,2018-19,Buffalo,6,36,32,4,.889,74.5,112.8,94.7,.535,.561,13.8,31.8,73.7,.327,.474,.509,18.1,26.3,68.2,.315
2515,2018-19,UC Irvine,13,37,31,6,.838,66.2,107.8,94.8,.516,.543,15.2,34.0,73.3,.296,.439,.480,14.6,26.7,66.0,.330
2516,2018-19,UCF,9,33,24,9,.727,67.3,107.1,95.5,.529,.557,15.5,29.0,70.8,.453,.454,.482,15.3,29.2,71.0,.292
2517,2018-19,Cincinnati,7,35,28,7,.800,65.0,109.5,95.7,.490,.528,13.3,36.9,71.2,.376,.486,.513,18.2,28.8,63.1,.305
2518,2018-19,Colgate,15,35,24,11,.686,67.8,110.3,102.4,.559,.585,16.8,29.1,73.7,.282,.503,.532,15.5,26.3,70.9,.285
2519,2018-19,Duke,1,38,32,6,.842,73.2,112.6,92.3,.536,.561,14.8,35.3,70.9,.332,.450,.479,16.7,29.1,64.7,.240
2520,2018-19,Fairleigh Dickinson,16,35,21,14,.600,68.7,107.5,103.2,.544,.576,17.3,28.8,68.1,.362,.513,.540,17.9,31.9,71.2,.298
2521,2018-19,Florida,10,36,20,16,.556,64.7,103.7,97.3,.498,.530,15.4,30.6,67.9,.299,.481,.515,19.2,32.1,69.4,.336
2522,2018-19,Florida State,4,37,29,8,.784,69.5,106.3,95.3,.505,.545,16.2,32.3,73.7,.358,.472,.514,18.0,26.3,67.7,.357
2523,2018-19,Gardner-Webb,16,35,23,12,.657,68.5,110.9,100.7,.558,.587,15.0,24.5,70.0,.378,.488,.519,16.5,30.0,75.5,.276
2524,2018-19,Georgia State,14,34,24,10,.706,71.3,107.1,102.7,.543,.565,14.5,23.1,66.2,.353,.499,.530,17.9,33.8,76.9,.308
2525,2018-19,Gonzaga,1,37,33,4,.892,71.7,122.2,90.4,.590,.620,13.1,30.4,74.0,.353,.442,.474,16.5,26.0,69.6,.259
2526,2018-19,Houston,3,37,33,4,.892,67.3,111.8,90.6,.521,.550,13.9,33.8,74.5,.316,.425,.471,15.9,25.5,66.2,.373
2527,2018-19,Iona,16,33,17,16,.515,71.4,107.4,106.4,.530,.568,15.4,24.3,70.2,.368,.523,.547,16.0,29.8,75.7,.285
2528,2018-19,Iowa,10,35,23,12,.657,70.2,110.4,104.1,.527,.569,15.1,29.5,71.0,.423,.515,.540,16.0,29.0,70.5,.288
2529,2018-19,Iowa State,6,35,23,12,.657,68.2,112.7,99.9,.548,.575,13.9,28.4,69.9,.300,.484,.511,15.9,30.1,71.6,.236
2530,2018-19,Kansas,4,36,26,10,.722,70.3,106.5,98.7,.526,.555,16.1,29.9,72.2,.325,.478,.507,15.4,27.8,70.1,.278
2531,2018-19,Kansas State,4,34,25,9,.735,64.9,101.3,91.7,.493,.520,15.2,28.4,74.4,.306,.482,.511,20.3,25.6,71.6,.307
2532,2018-19,Kentucky,2,37,30,7,.811,67.3,111.9,95.5,.530,.571,15.9,36.4,74.8,.419,.466,.498,15.7,25.2,63.6,.268
2533,2018-19,Liberty,12,36,29,7,.806,65.4,112.8,93.9,.569,.596,15.1,25.1,75.1,.265,.478,.508,18.2,24.9,74.9,.310
2534,2018-19,Louisiana State,3,35,28,7,.800,70.6,111.1,100.9,.512,.553,15.1,36.2,69.8,.371,.499,.530,17.4,30.2,63.8,.331
2535,2018-19,Louisville,7,34,20,14,.588,68.4,107.4,98.4,.509,.553,15.2,29.0,74.3,.349,.468,.503,14.1,25.7,71.0,.320
2536,2018-19,Marquette,5,34,24,10,.706,70.7,108.2,97.3,.535,.572,16.9,29.1,73.8,.351,.463,.500,14.5,26.2,70.9,.359
2537,2018-19,Maryland,6,34,23,11,.676,66.6,107.3,98.4,.514,.550,16.5,34.0,75.3,.328,.459,.493,12.3,24.7,66.0,.266
2538,2018-19,Michigan,2,37,30,7,.811,65.4,106.5,89.2,.516,.542,12.3,23.9,75.9,.275,.441,.467,15.8,24.1,76.1,.241
2539,2018-19,Michigan State,2,39,32,7,.821,68.1,113.1,94.8,.552,.585,16.0,33.2,74.3,.336,.439,.471,12.9,25.7,66.8,.275
2540,2018-19,Minnesota,10,36,22,14,.611,67.9,103.7,101.8,.482,.521,14.6,30.9,72.1,.416,.495,.523,14.7,27.9,69.1,.282
2541,2018-19,Ole Miss,8,33,20,13,.606,69.2,108.4,102.4,.531,.568,16.0,30.1,70.8,.309,.510,.542,17.9,29.2,69.9,.335
2542,2018-19,Mississippi State,5,34,23,11,.676,68.6,111.9,102.0,.546,.574,16.5,34.6,70.6,.326,.503,.536,17.0,29.4,65.4,.321
2543,2018-19,Montana,15,35,26,9,.743,68.6,110.6,99.5,.564,.585,15.4,26.6,75.5,.313,.494,.537,17.5,24.5,73.4,.360
2544,2018-19,Murray State,12,33,28,5,.848,71.8,115.0,95.1,.557,.586,14.7,31.3,70.4,.335,.461,.495,16.9,29.6,68.7,.274
2545,2018-19,Nevada,7,34,29,5,.853,70.7,113.2,94.4,.537,.570,12.9,27.1,75.3,.408,.477,.505,17.0,24.7,72.9,.280
2546,2018-19,New Mexico State,12,35,30,5,.857,68.3,113.9,94.1,.538,.562,14.7,36.7,79.2,.341,.486,.520,17.5,20.8,63.3,.325
2547,2018-19,North Carolina,1,36,29,7,.806,75.9,112.7,96.1,.529,.560,14.6,34.8,77.6,.302,.489,.517,16.4,22.4,65.2,.284
2548,2018-19,North Carolina Central,16,34,18,16,.529,68.5,104.0,97.0,.512,.545,18.8,35.1,73.8,.334,.491,.518,17.1,26.2,64.9,.305
2549,2018-19,North Dakota State,16,35,19,16,.543,66.8,108.5,107.9,.540,.576,14.2,20.6,75.5,.318,.525,.554,13.0,24.5,79.4,.259
2550,2018-19,Northeastern,13,34,23,11,.676,66.3,111.7,104.8,.565,.597,15.1,22.5,75.5,.343,.521,.550,14.9,24.5,77.5,.278
2551,2018-19,Northern Kentucky,14,35,26,9,.743,70.0,111.4,97.7,.553,.574,15.6,30.6,74.7,.354,.481,.520,16.8,25.3,69.4,.348
2552,2018-19,Ohio State,11,35,20,15,.571,66.7,103.2,98.9,.503,.540,16.4,27.6,74.2,.337,.483,.522,16.1,25.8,72.4,.318
2553,2018-19,Oklahoma,9,34,20,14,.588,69.3,102.4,98.0,.504,.534,15.0,25.6,72.2,.313,.475,.498,14.9,27.8,74.4,.231
2554,2018-19,Old Dominion,14,35,26,9,.743,65.6,100.2,92.7,.471,.499,15.0,31.8,75.6,.289,.456,.489,16.3,24.4,68.2,.324
2555,2018-19,Oregon,12,38,25,13,.658,65.5,106.2,94.4,.520,.549,15.4,29.1,71.8,.294,.464,.502,18.2,28.2,70.9,.339
2556,2018-19,Prairie View A&M,16,35,22,13,.629,72.5,103.5,100.3,.493,.530,15.2,29.8,65.9,.425,.514,.553,21.7,34.1,70.2,.464
2557,2018-19,Purdue,3,36,26,10,.722,66.1,114.4,100.4,.536,.563,13.5,33.8,73.5,.299,.490,.527,16.3,26.5,66.2,.317
2558,2018-19,Saint Louis,13,36,23,13,.639,67.0,99.4,95.2,.467,.492,16.0,35.7,75.4,.394,.469,.509,17.1,24.6,64.3,.335
2559,2018-19,St. Mary's (CA),11,34,22,12,.647,64.3,112.2,99.6,.538,.568,14.1,30.8,77.2,.291,.489,.523,14.6,22.8,69.2,.291
2560,2018-19,Seton Hall,10,34,20,14,.588,70.1,104.0,101.4,.499,.533,15.2,29.6,70.8,.345,.496,.535,17.3,29.2,70.4,.328
2561,2018-19,St. John's (NY),11,34,21,13,.618,72.6,105.0,101.8,.518,.548,13.0,21.4,70.8,.295,.507,.545,18.5,29.2,78.6,.397
2562,2018-19,Syracuse,8,34,20,14,.588,67.2,103.4,98.0,.496,.529,15.9,30.0,66.7,.368,.480,.520,19.6,33.3,70.0,.343
2563,2018-19,Temple,11,33,23,10,.697,70.5,104.4,99.9,.499,.534,13.8,26.1,71.6,.325,.506,.535,18.0,28.4,73.9,.339
2564,2018-19,Tennessee,2,37,31,6,.838,69.4,116.1,98.7,.554,.587,13.7,30.9,70.6,.333,.475,.504,15.6,29.4,69.1,.343
2565,2018-19,Texas Tech,3,38,31,7,.816,67.6,106.9,87.4,.535,.567,15.8,26.3,72.5,.329,.430,.475,19.8,27.5,73.7,.367
2566,2018-19,Utah State,8,35,28,7,.800,70.0,111.6,95.2,.538,.575,15.8,31.9,77.8,.367,.464,.504,15.6,22.2,68.1,.340
2567,2018-19,Vermont,13,34,27,7,.794,66.5,110.2,94.1,.530,.568,14.6,27.3,78.7,.359,.484,.517,17.5,21.3,72.7,.274
2568,2018-19,Villanova,6,36,26,10,.722,65.0,112.2,102.5,.532,.565,14.2,30.1,72.6,.344,.504,.531,15.4,27.4,69.9,.282
2569,2018-19,Virginia,1,38,35,3,.921,60.8,116.3,91.3,.552,.580,12.8,29.7,75.3,.291,.447,.475,15.4,24.7,70.3,.263
2570,2018-19,VCU,8,33,25,8,.758,69.0,102.1,89.1,.501,.535,17.3,31.0,69.4,.357,.435,.478,20.0,30.6,69.0,.366
2571,2018-19,Virginia Tech,4,35,26,9,.743,64.4,113.3,95.6,.556,.588,15.2,29.2,73.0,.319,.490,.520,19.0,27.0,70.8,.263
2572,2018-19,Washington,9,36,27,9,.750,67.4,103.2,95.8,.521,.551,17.4,28.8,65.5,.347,.475,.513,20.5,34.5,71.2,.340
2573,2018-19,Wisconsin,5,34,23,11,.676,64.8,103.9,93.5,.511,.531,13.0,24.3,73.7,.273,.452,.479,15.0,26.3,75.7,.258
2574,2018-19,Wofford,7,35,30,5,.857,68.5,119.2,95.0,.580,.598,13.5,32.5,76.2,.271,.490,.521,18.0,23.8,67.5,.304
2575,2018-19,Yale,14,30,22,8,.733,72.9,109.7,99.5,.556,.584,15.9,25.8,75.9,.307,.471,.509,13.5,24.1,74.2,.305
2576,2020-21,Abilene Christian,14,29,24,5,.828,72.0,105.2,84.0,.512,.540,16.2,31.3,73.2,.339,.458,.498,24.7,26.8,68.7,.385
2577,2020-21,Alabama,2,33,26,7,.788,74.7,106.3,93.5,.517,.544,15.9,31.8,71.2,.288,.458,.492,17.7,28.8,68.2,.307
2578,2020-21,Appalachian State,16,29,17,12,.586,66.8,103.1,94.0,.478,.520,14.9,29.8,73.2,.340,.479,.507,18.1,26.8,70.2,.239
2579,2020-21,Arkansas,3,32,25,7,.781,75.1,108.0,93.9,.508,.544,14.7,31.3,74.0,.327,.479,.508,17.8,26.0,68.7,.290
2580,2020-21,Baylor,1,30,28,2,.933,69.6,118.6,93.7,.565,.586,14.0,36.4,70.3,.265,.489,.521,21.3,29.7,63.6,.313
2581,2020-21,Brigham Young,6,27,20,7,.741,70.2,109.8,96.4,.556,.580,16.4,28.6,77.1,.275,.469,.499,14.2,22.9,71.4,.295
2582,2020-21,UC Santa Barbara,12,27,22,5,.815,67.2,112.0,92.6,.541,.575,14.2,29.5,77.6,.340,.474,.509,18.3,22.4,70.5,.266
2583,2020-21,Clemson,7,24,16,8,.667,64.9,99.5,94.9,.500,.530,17.1,26.4,73.1,.232,.487,.516,19.0,26.9,73.6,.289
2584,2020-21,Cleveland State,15,27,19,8,.704,67.6,102.6,103.0,.505,.532,16.2,30.5,67.8,.325,.490,.532,17.1,32.2,69.5,.376
2585,2020-21,Colgate,14,16,14,2,.875,72.7,116.3,95.0,.566,.591,13.0,27.6,74.9,.309,.458,.487,14.3,25.1,72.4,.263
2586,2020-21,Colorado,5,32,23,9,.719,66.5,109.9,95.9,.524,.565,15.0,30.6,74.8,.295,.479,.514,17.5,25.2,69.4,.291
2587,2020-21,Connecticut,7,23,15,8,.652,66.2,107.8,97.0,.490,.522,14.5,37.0,70.9,.290,.467,.509,17.0,29.1,63.0,.368
2588,2020-21,Creighton,5,31,22,9,.710,69.6,108.3,97.3,.550,.564,14.0,24.3,72.0,.257,.470,.499,15.5,28.0,75.7,.255
2589,2020-21,Drake,11,31,26,5,.839,66.8,112.8,95.8,.542,.563,13.3,31.1,75.1,.239,.478,.512,16.7,24.9,68.9,.288
2590,2020-21,Drexel,16,20,12,8,.600,66.0,106.5,102.1,.533,.566,17.1,28.4,76.1,.273,.501,.533,14.2,23.9,71.6,.264
2591,2020-21,Eastern Washington,14,24,16,8,.667,71.8,109.0,98.0,.540,.576,14.5,23.0,74.5,.302,.473,.506,14.3,25.5,77.0,.271
2592,2020-21,Florida,7,25,15,10,.600,70.6,104.6,99.1,.531,.567,18.7,30.6,69.8,.339,.478,.516,17.3,30.2,69.4,.351
2593,2020-21,Florida State,4,25,18,7,.720,70.0,109.1,97.8,.540,.572,17.6,33.7,69.0,.324,.461,.506,16.8,31.0,66.3,.352
2594,2020-21,Georgetown,12,26,13,13,.500,70.4,101.0,101.3,.494,.532,18.5,31.9,73.2,.308,.489,.516,14.2,26.8,68.1,.259
2595,2020-21,Georgia Tech,9,26,17,9,.654,67.9,107.8,100.8,.540,.567,14.4,24.3,69.9,.284,.524,.550,19.8,30.1,75.7,.289
2596,2020-21,Gonzaga,1,32,31,1,.969,74.6,121.5,93.1,.610,.633,14.3,29.2,76.9,.358,.477,.505,17.3,23.1,70.8,.257
2597,2020-21,Grand Canyon,15,24,17,7,.708,68.2,110.7,91.1,.547,.570,16.2,32.4,78.0,.314,.445,.481,15.3,22.0,67.6,.292
2598,2020-21,Hartford,16,24,15,9,.625,67.0,97.6,95.4,.499,.530,17.5,24.3,71.2,.286,.477,.500,17.3,28.8,75.7,.244
2599,2020-21,Houston,2,32,28,4,.875,66.1,115.1,88.1,.510,.542,13.2,39.4,73.2,.303,.433,.476,18.8,26.8,60.6,.405
2600,2020-21,Illinois,1,31,24,7,.774,71.2,111.7,95.2,.556,.582,15.8,32.0,78.1,.379,.465,.497,14.3,21.9,68.0,.301
2601,2020-21,Iona,15,18,12,6,.667,69.9,102.0,94.5,.507,.546,19.3,32.2,73.6,.345,.460,.506,17.4,26.4,67.8,.461
2602,2020-21,Iowa,2,31,22,9,.710,71.0,117.5,102.1,.547,.574,11.5,30.5,71.3,.320,.488,.510,13.8,28.7,69.5,.222
2603,2020-21,Kansas,3,30,21,9,.700,69.7,104.3,95.7,.499,.531,14.8,30.5,73.9,.298,.478,.510,17.5,26.1,69.5,.266
2604,2020-21,Liberty,13,29,23,6,.793,64.9,114.6,92.4,.580,.604,13.9,23.4,78.9,.237,.464,.495,16.3,21.1,76.6,.281
2605,2020-21,Louisiana State,8,29,19,10,.655,72.6,112.1,103.1,.523,.560,13.5,31.2,68.0,.340,.485,.518,15.3,32.0,68.8,.298
2606,2020-21,Loyola Chicago,8,31,26,5,.839,63.8,110.5,87.2,.567,.592,16.4,25.9,79.9,.322,.466,.494,19.6,20.1,74.1,.224
2607,2020-21,Maryland,10,31,17,14,.548,65.9,104.4,99.5,.538,.564,15.3,20.2,74.3,.329,.482,.511,14.7,25.7,79.8,.252
2608,2020-21,Michigan,1,28,23,5,.821,67.8,111.3,95.5,.547,.581,14.7,28.9,75.9,.304,.444,.481,12.9,24.1,71.1,.243
2609,2020-21,Michigan State,11,28,15,13,.536,68.9,100.3,102.7,.481,.518,16.2,30.5,73.7,.313,.481,.521,13.4,26.3,69.5,.369
2610,2020-21,Missouri,9,26,16,10,.615,70.4,103.3,101.2,.508,.542,16.4,28.3,71.3,.371,.485,.525,15.7,28.7,71.7,.366
2611,2020-21,Morehead State,14,31,23,8,.742,67.1,101.6,94.7,.525,.553,19.8,31.7,75.5,.354,.471,.495,15.7,24.5,68.3,.231
2612,2020-21,Mount St. Mary's,16,23,12,11,.522,63.8,98.0,96.5,.486,.513,17.3,30.8,75.7,.298,.454,.492,14.0,24.3,69.2,.250
2613,2020-21,Norfolk State,16,25,17,8,.680,72.0,101.7,96.3,.492,.530,15.6,27.3,71.5,.370,.475,.517,18.6,28.5,72.7,.395
2614,2020-21,North Carolina,8,29,18,11,.621,71.8,104.8,97.4,.483,.514,16.6,40.6,73.8,.342,.491,.519,16.8,26.2,59.4,.269
2615,2020-21,UNC Greensboro,13,30,21,9,.700,70.5,103.1,95.2,.479,.503,13.1,31.4,74.9,.237,.482,.521,18.7,25.1,68.6,.365
2616,2020-21,North Texas,13,28,18,10,.643,65.2,106.1,94.7,.544,.571,17.4,28.1,73.1,.271,.472,.508,18.4,26.9,71.9,.303
2617,2020-21,Ohio,13,25,17,8,.680,71.6,110.6,101.4,.548,.572,14.8,28.2,73.8,.295,.507,.543,17.1,26.2,71.8,.292
2618,2020-21,Ohio State,2,31,21,10,.677,67.6,112.7,103.9,.529,.569,13.5,29.2,73.1,.372,.487,.522,12.9,26.9,70.8,.335
2619,2020-21,Oklahoma,8,27,16,11,.593,69.2,106.2,99.6,.508,.542,13.7,26.7,72.6,.293,.491,.521,16.2,27.4,73.3,.237
2620,2020-21,Oklahoma State,4,30,21,9,.700,73.0,102.7,97.5,.512,.547,18.2,31.1,70.2,.376,.471,.508,17.0,29.8,68.9,.314
2621,2020-21,Oral Roberts,15,29,18,11,.621,73.6,109.7,102.2,.539,.576,13.9,22.9,68.8,.275,.487,.519,15.7,31.2,77.1,.312
2622,2020-21,Oregon,7,28,21,7,.750,65.8,109.9,100.3,.542,.565,14.7,28.8,72.7,.260,.508,.541,17.9,27.3,71.2,.267
2623,2020-21,Oregon State,12,33,20,13,.606,66.2,105.7,101.4,.498,.541,15.1,29.9,70.9,.349,.481,.523,15.8,29.1,70.1,.380
2624,2020-21,Purdue,4,28,18,10,.643,66.5,105.8,99.4,.510,.542,16.0,32.6,75.9,.317,.488,.517,14.9,24.1,67.4,.301
2625,2020-21,Rutgers,10,28,16,12,.571,68.3,101.0,98.6,.501,.520,14.7,27.3,70.8,.271,.473,.509,16.3,29.2,72.7,.324
2626,2020-21,San Diego State,6,28,23,5,.821,66.9,109.5,91.0,.526,.557,14.4,29.0,76.5,.335,.469,.509,20.0,23.5,71.0,.318
2627,2020-21,Southern California,6,33,25,8,.758,67.7,109.0,94.7,.528,.551,15.4,34.4,72.3,.363,.449,.482,14.6,27.7,65.6,.241
2628,2020-21,St. Bonaventure,9,21,16,5,.762,65.3,107.3,93.6,.498,.530,14.0,32.7,71.0,.280,.455,.484,16.6,29.0,67.3,.286
2629,2020-21,Syracuse,11,28,18,10,.643,69.3,107.5,100.8,.512,.549,14.3,28.8,66.5,.283,.480,.511,16.9,33.5,71.2,.241
2630,2020-21,Tennessee,5,27,18,9,.667,68.7,104.6,92.4,.496,.537,15.7,31.3,71.2,.344,.463,.502,19.9,28.8,68.7,.306
2631,2020-21,Texas,3,27,19,8,.704,69.5,105.5,96.8,.529,.559,18.0,30.9,72.8,.339,.460,.498,15.5,27.2,69.1,.359
2632,2020-21,Texas Southern,16,26,17,9,.654,73.9,99.6,93.6,.482,.521,17.8,31.9,74.2,.379,.461,.499,17.3,25.8,68.1,.334
2633,2020-21,Texas Tech,6,29,18,11,.621,67.1,107.1,93.4,.494,.533,13.7,32.8,70.6,.379,.477,.511,20.6,29.4,67.2,.356
2634,2020-21,UCLA,11,32,22,10,.688,65.4,108.4,101.0,.520,.551,13.6,29.2,76.1,.316,.504,.533,15.5,23.9,70.8,.282
2635,2020-21,Utah State,11,29,20,9,.690,69.5,104.4,89.7,.500,.532,16.9,35.4,78.7,.299,.458,.492,17.7,21.3,64.6,.252
2636,2020-21,Villanova,5,25,18,7,.720,65.7,113.3,100.8,.532,.566,12.1,27.5,74.8,.300,.510,.534,16.3,25.2,72.5,.256
2637,2020-21,Virginia,4,25,18,7,.720,60.8,111.5,99.0,.554,.583,13.5,22.6,77.6,.217,.480,.512,13.6,22.4,77.4,.248
2638,2020-21,VCU,10,26,19,7,.731,67.9,101.2,92.0,.509,.550,18.3,28.0,69.0,.340,.458,.498,20.4,31.0,72.0,.354
2639,2020-21,Virginia Tech,10,22,15,7,.682,66.4,106.7,97.7,.523,.552,15.1,27.8,75.7,.334,.488,.521,16.0,24.3,72.2,.319
2640,2020-21,West Virginia,3,29,19,10,.655,70.6,108.2,100.8,.489,.530,14.1,35.5,69.3,.379,.510,.536,18.2,30.7,64.5,.279
2641,2020-21,Wichita State,11,22,16,6,.727,68.6,103.0,96.2,.472,.508,13.7,30.2,68.3,.366,.459,.489,16.0,31.7,69.8,.280
2642,2020-21,Winthrop,12,25,23,2,.920,72.5,108.8,92.5,.526,.555,16.4,35.0,78.2,.356,.491,.520,19.8,21.8,65.0,.344
2643,2020-21,Wisconsin,9,31,18,13,.581,65.8,105.4,97.4,.499,.533,12.1,23.6,75.2,.262,.479,.511,15.4,24.8,76.4,.284
2644,2021-22,Akron,13,34,24,10,.706,64.1,109.8,97.3,.533,.563,15.4,30.6,74.3,.390,.482,.511,16.1,25.7,69.4,.258
2645,2021-22,Alabama,6,33,19,14,.576,73.2,108.1,104.0,.513,.547,16.7,35.3,69.5,.329,.498,.534,15.5,30.5,64.7,.348
2646,2021-22,UAB,12,35,27,8,.771,70.4,112.9,93.8,.530,.560,13.8,33.7,72.4,.284,.477,.511,19.5,27.6,66.3,.303
2647,2021-22,Arizona,1,37,33,4,.892,72.7,114.7,92.9,.556,.587,15.8,34.6,71.4,.349,.444,.471,15.0,28.6,65.4,.240
2648,2021-22,Arkansas,4,37,28,9,.757,72.0,104.8,94.3,.486,.533,14.6,29.5,74.9,.372,.475,.514,18.3,25.1,70.5,.319
2649,2021-22,Auburn,2,34,28,6,.824,71.3,108.1,92.9,.499,.534,14.2,33.6,71.1,.316,.442,.488,17.4,28.9,66.4,.343
2650,2021-22,Baylor,1,34,27,7,.794,68.6,111.5,92.7,.528,.553,15.1,36.3,71.2,.290,.478,.509,20.1,28.8,63.7,.277
2651,2021-22,Boise State,8,35,27,8,.771,64.9,104.1,92.8,.512,.536,15.9,30.6,77.9,.350,.481,.511,18.1,22.1,69.4,.258
2652,2021-22,Bryant,16,32,22,10,.688,73.0,106.1,99.8,.502,.538,16.1,33.1,68.8,.322,.468,.495,14.1,31.2,66.9,.250
2653,2021-22,Cal State Fullerton,15,32,21,11,.656,67.2,104.2,99.0,.494,.539,15.7,29.7,72.5,.351,.511,.535,18.3,27.5,70.3,.257
2654,2021-22,Chattanooga,13,35,27,8,.771,66.0,111.6,96.9,.531,.560,14.2,32.7,73.8,.266,.482,.509,16.2,26.2,67.3,.264
2655,2021-22,Colgate,14,35,23,12,.657,67.6,111.4,98.9,.559,.579,14.8,26.6,74.9,.262,.484,.507,14.1,25.1,73.4,.241
2656,2021-22,Colorado State,6,31,25,6,.806,66.0,110.4,99.3,.551,.583,13.8,22.1,75.1,.296,.501,.528,16.6,24.9,77.9,.255
2657,2021-22,Connecticut,5,33,23,10,.697,66.8,109.9,95.9,.496,.534,14.4,37.7,72.4,.305,.460,.495,15.6,27.6,62.3,.317
2658,2021-22,Creighton,9,35,23,12,.657,68.1,100.5,96.4,.506,.537,17.9,28.4,71.4,.267,.449,.478,13.3,28.6,71.6,.208
2659,2021-22,Davidson,10,34,27,7,.794,66.1,113.8,99.5,.561,.591,13.3,23.8,78.0,.316,.492,.525,15.0,22.0,76.2,.276
2660,2021-22,Delaware,15,35,22,13,.629,68.0,107.2,102.5,.536,.570,16.3,26.9,69.7,.339,.493,.529,16.0,30.3,73.1,.283
2661,2021-22,Duke,2,39,32,7,.821,68.2,117.0,99.1,.557,.583,13.0,31.6,71.0,.286,.471,.492,13.5,29.0,68.4,.190
2662,2021-22,Georgia State,16,29,18,11,.621,68.6,101.7,94.6,.461,.498,14.1,33.9,69.7,.295,.484,.515,20.3,30.3,66.1,.314
2663,2021-22,Gonzaga,1,32,28,4,.875,73.8,118.1,89.7,.587,.608,13.9,29.1,76.6,.306,.431,.461,14.3,23.4,70.9,.227
2664,2021-22,Houston,5,38,32,6,.842,65.0,113.9,89.5,.531,.551,14.1,37.7,72.0,.290,.433,.478,18.8,28.0,62.3,.347
2665,2021-22,Illinois,4,33,23,10,.697,67.9,108.8,98.2,.525,.554,15.5,33.1,73.4,.320,.460,.495,13.5,26.6,66.9,.282
2666,2021-22,Indiana,12,35,21,14,.600,67.9,103.2,96.5,.506,.538,15.2,27.0,74.9,.335,.462,.504,15.5,25.1,73.0,.307
2667,2021-22,Iowa,5,36,26,10,.722,70.3,117.5,100.5,.533,.564,11.1,32.2,70.1,.300,.497,.525,16.7,29.9,67.8,.263
2668,2021-22,Iowa State,11,35,22,13,.629,67.2,96.9,92.4,.491,.517,17.9,28.4,71.7,.271,.480,.521,21.7,28.3,71.6,.367
2669,2021-22,Jacksonville State,15,32,21,11,.656,67.5,108.6,99.3,.549,.571,16.9,29.5,73.6,.308,.483,.513,15.3,26.4,70.5,.216
2670,2021-22,Kansas,1,40,34,6,.850,69.5,111.5,95.8,.538,.567,14.9,32.9,71.5,.323,.458,.493,15.7,28.5,67.1,.277
2671,2021-22,Kentucky,2,34,26,8,.765,69.2,114.0,95.5,.531,.559,14.0,37.7,75.1,.280,.469,.500,15.5,24.9,62.3,.254
2672,2021-22,Longwood,14,33,26,7,.788,67.8,110.8,96.2,.521,.556,15.1,34.2,76.7,.345,.503,.533,18.7,23.3,65.8,.254
2673,2021-22,Louisiana State,6,34,22,12,.647,70.4,102.3,89.4,.493,.531,17.7,33.9,69.1,.334,.451,.493,21.7,30.9,66.1,.378
2674,2021-22,Loyola Chicago,10,33,25,8,.758,65.7,109.2,92.2,.558,.583,16.4,25.1,76.7,.313,.469,.505,18.2,23.3,74.9,.285
2675,2021-22,Marquette,9,32,19,13,.594,71.6,102.7,99.3,.521,.550,15.5,22.5,68.4,.262,.470,.503,16.1,31.6,77.5,.295
2676,2021-22,Memphis,9,33,22,11,.667,71.0,105.8,96.2,.523,.555,19.1,37.4,69.1,.378,.466,.502,17.6,30.9,62.6,.332
2677,2021-22,Miami (FL),10,37,26,11,.703,67.8,108.6,103.3,.533,.563,12.7,22.4,69.7,.288,.525,.545,17.7,30.3,77.6,.248
